name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC,jpg_MSE,MSE,delta_MSE,jpg_multissim,multissim,delta_multissim
Case_1-02,gauss,multilevel_tresholding,1.7,10,33.48185,32.91952,-1.67951,0.97174,0.97709,0.55056,0.99767,0.99523,-0.24457,6.01552,13.24424,120.16783,0.994080007076263,0.985459983348846,-0.867139995098114
Case_1-02,gauss,multilevel_tresholding,2,12,33.48185,31.98756,-4.46299,0.97174,0.97476,0.31078,0.99767,0.99354,-0.41396,6.01552,18.74232,211.56608,0.994080007076263,0.978510022163391,-1.56626999378204
Case_1-03,gauss,multilevel_tresholding,0.4,2,33.98032,33.51898,-1.35767,0.97747,0.97667,-0.08184,0.99748,0.99676,-0.07218,5.70679,5.54703,-2.79947,0.991699993610382,0.991770029067993,0.00706000020727515
Case_1-03,gauss,multilevel_tresholding,0.7,4,33.98032,32.61606,-4.01485,0.97747,0.97718,-0.02967,0.99748,0.99478,-0.27068,5.70679,4.93699,-13.48919,0.991699993610382,0.99235999584198,0.066550001502037
Case_1-03,gauss,multilevel_tresholding,1.1,6,33.98032,32.90849,-3.15427,0.97747,0.97968,0.22609,0.99748,0.9948,-0.26868,5.70679,5.73598,0.5115,0.991699993610382,0.990920007228851,-0.0786499977111816
Case_1-03,gauss,multilevel_tresholding,1.4,8,33.98032,33.26569,-2.10307,0.97747,0.98088,0.34886,0.99748,0.99504,-0.24462,5.70679,7.36341,29.02893,0.991699993610382,0.987839996814728,-0.389230012893677
Case_1-03,gauss,multilevel_tresholding,1.7,10,33.98032,33.41027,-1.67759,0.97747,0.98102,0.36318,0.99748,0.99496,-0.25264,5.70679,9.91947,73.81873,0.991699993610382,0.98293000459671,-0.884339988231659
Case_1-03,gauss,multilevel_tresholding,2,12,33.98032,32.98016,-2.94335,0.97747,0.9799,0.2486,0.99748,0.99405,-0.34387,5.70679,13.29917,133.04117,0.991699993610382,0.976310014724731,-1.55188000202179
Case_1-04,gauss,multilevel_tresholding,0.4,2,33.94747,33.69688,-0.73817,0.97893,0.9787,-0.0235,0.99728,0.99681,-0.04713,5.43004,5.25064,-3.30384,0.992190003395081,0.99235999584198,0.0171300005167723
Case_1-04,gauss,multilevel_tresholding,0.7,4,33.94747,33.38157,-1.66699,0.97893,0.98051,0.1614,0.99728,0.99573,-0.15542,5.43004,4.50908,-16.96046,0.992190003395081,0.993319988250732,0.113889999687672
Case_1-04,gauss,multilevel_tresholding,1.1,6,33.94747,33.71586,-0.68226,0.97893,0.98271,0.38614,0.99728,0.99574,-0.15442,5.43004,5.15387,-5.08597,0.992190003395081,0.992240011692047,0.00504000019282103
Case_1-04,gauss,multilevel_tresholding,1.4,8,33.94747,34.07776,0.3838,0.97893,0.98378,0.49544,0.99728,0.99594,-0.13437,5.43004,6.66356,22.71659,0.992190003395081,0.9896399974823,-0.257010012865067
Case_1-04,gauss,multilevel_tresholding,1.7,10,33.94747,33.88971,-0.17015,0.97893,0.98361,0.47807,0.99728,0.99537,-0.19152,5.43004,9.17619,68.98936,0.992190003395081,0.985199987888336,-0.704500019550323
Case_1-04,gauss,multilevel_tresholding,2,12,33.94747,33.2064,-2.18299,0.97893,0.9824,0.35447,0.99728,0.994,-0.32889,5.43004,12.68567,133.62019,0.992190003395081,0.978929996490479,-1.33643996715546
Case_1-05,gauss,multilevel_tresholding,0.4,2,33.96857,33.70746,-0.76868,0.97769,0.97749,-0.02046,0.99717,0.99672,-0.04513,5.98537,5.74834,-3.96016,0.99124002456665,0.991450011730194,0.0211800001561642
Case_1-05,gauss,multilevel_tresholding,0.7,4,33.96857,33.38288,-1.72421,0.97769,0.97943,0.17797,0.99717,0.99568,-0.14942,5.98537,4.9937,-16.56823,0.99124002456665,0.99234002828598,0.110969997942448
Case_1-05,gauss,multilevel_tresholding,1.1,6,33.96857,33.67343,-0.86886,0.97769,0.98143,0.38253,0.99717,0.99562,-0.15544,5.98537,5.90466,-1.34845,0.99124002456665,0.990599989891052,-0.0645700022578239
Case_1-05,gauss,multilevel_tresholding,1.4,8,33.96857,33.85706,-0.32827,0.97769,0.98194,0.4347,0.99717,0.99554,-0.16346,5.98537,7.7489,29.46401,0.99124002456665,0.987089991569519,-0.418669998645782
Case_1-05,gauss,multilevel_tresholding,1.7,10,33.96857,33.56737,-1.18109,0.97769,0.98122,0.36106,0.99717,0.99478,-0.23968,5.98537,10.59161,76.95832,0.99124002456665,0.981630027294159,-0.969489991664886
Case_1-05,gauss,multilevel_tresholding,2,12,33.96857,32.88109,-3.20143,0.97769,0.97949,0.18411,0.99717,0.99335,-0.38308,5.98537,14.28025,138.58592,0.99124002456665,0.974370002746582,-1.7019100189209
Case_1-06,gauss,multilevel_tresholding,0.4,2,33.43442,32.89455,-1.61471,0.97686,0.97594,-0.09418,0.99698,0.99597,-0.10131,6.54726,6.39719,-2.2921,0.993139982223511,0.993130028247833,-0.00100000004749745
Case_1-06,gauss,multilevel_tresholding,0.7,4,33.43442,32.04007,-4.1704,0.97686,0.97662,-0.02457,0.99698,0.9937,-0.32899,6.54726,5.87766,-10.22718,0.993139982223511,0.993380010128021,0.0241700001060963
Case_1-06,gauss,multilevel_tresholding,1.1,6,33.43442,32.70335,-2.18658,0.97686,0.97976,0.29687,0.99698,0.99446,-0.25276,6.54726,7.13242,8.93748,0.993139982223511,0.992020010948181,-0.11276999861002
Case_1-06,gauss,multilevel_tresholding,1.4,8,33.43442,33.13431,-0.89761,0.97686,0.98072,0.39514,0.99698,0.99488,-0.21064,6.54726,9.51876,45.3854,0.993139982223511,0.989040017127991,-0.412829995155334
Case_1-06,gauss,multilevel_tresholding,1.7,10,33.43442,32.85828,-1.72319,0.97686,0.97982,0.30301,0.99698,0.99418,-0.28085,6.54726,13.30587,103.22807,0.993139982223511,0.984000027179718,-0.920310020446777
Case_1-06,gauss,multilevel_tresholding,2,12,33.43442,32.01445,-4.24703,0.97686,0.97745,0.0604,0.99698,0.99238,-0.46139,6.54726,18.39298,180.92637,0.993139982223511,0.976880013942719,-1.63723003864288
Case_1-07,gauss,multilevel_tresholding,0.4,2,33.7408,33.29716,-1.31485,0.98074,0.98003,-0.07239,0.99621,0.9952,-0.10138,6.24799,6.06542,-2.92206,0.991209983825684,0.991310000419617,0.0100899999961257
Case_1-07,gauss,multilevel_tresholding,0.7,4,33.7408,32.33287,-4.17278,0.98074,0.97996,-0.07953,0.99621,0.99216,-0.40654,6.24799,5.48275,-12.24778,0.991209983825684,0.991649985313416,0.0443900004029274
Case_1-07,gauss,multilevel_tresholding,1.1,6,33.7408,32.99444,-2.21204,0.98074,0.98255,0.18455,0.99621,0.99307,-0.31519,6.24799,6.55466,4.9083,0.991209983825684,0.989859998226166,-0.136199995875359
Case_1-07,gauss,multilevel_tresholding,1.4,8,33.7408,33.54096,-0.59228,0.98074,0.9834,0.27122,0.99621,0.99377,-0.24493,6.24799,8.58391,37.38674,0.991209983825684,0.986169993877411,-0.508469998836517
Case_1-07,gauss,multilevel_tresholding,1.7,10,33.7408,33.3188,-1.25071,0.98074,0.98243,0.17232,0.99621,0.99293,-0.32925,6.24799,11.72315,87.63074,0.991209983825684,0.980120003223419,-1.11882996559143
Case_1-07,gauss,multilevel_tresholding,2,12,33.7408,32.53733,-3.56681,0.98074,0.98017,-0.05812,0.99621,0.99081,-0.54205,6.24799,15.84838,153.65566,0.991209983825684,0.971920013427734,-1.94609999656677
Case_1-08,gauss,multilevel_tresholding,0.4,2,34.15219,33.77734,-1.09759,0.97482,0.97434,-0.04924,0.99749,0.9969,-0.05915,5.59093,5.44322,-2.64196,0.991580009460449,0.991720020771027,0.0141200004145503
Case_1-08,gauss,multilevel_tresholding,0.7,4,34.15219,32.85642,-3.79411,0.97482,0.97561,0.08104,0.99749,0.99498,-0.25163,5.59093,4.84867,-13.27615,0.991580009460449,0.992389976978302,0.0816799998283386
Case_1-08,gauss,multilevel_tresholding,1.1,6,34.15219,33.35598,-2.33136,0.97482,0.97857,0.38469,0.99749,0.99536,-0.21354,5.59093,5.61162,0.37006,0.991580009460449,0.991249978542328,-0.0332800000905991
Case_1-08,gauss,multilevel_tresholding,1.4,8,34.15219,33.8,-1.03124,0.97482,0.97985,0.51599,0.99749,0.99567,-0.18246,5.59093,7.20821,28.92685,0.991580009460449,0.988470017910004,-0.313639998435974
Case_1-08,gauss,multilevel_tresholding,1.7,10,34.15219,33.76469,-1.13463,0.97482,0.97974,0.50471,0.99749,0.99535,-0.21454,5.59093,9.75185,74.42268,0.991580009460449,0.983919978141785,-0.77250999212265
Case_1-08,gauss,multilevel_tresholding,2,12,34.15219,33.25709,-2.62092,0.97482,0.97848,0.37545,0.99749,0.99436,-0.31379,5.59093,13.14667,135.14281,0.991580009460449,0.977699995040894,-1.39979004859924
Case_10-01,gauss,multilevel_tresholding,0.4,2,32.91349,32.69144,-0.67465,0.96404,0.96474,0.07261,0.99302,0.99206,-0.09667,8.02992,7.49144,-6.70592,0.99141001701355,0.99168998003006,0.0282400008291006
Case_10-01,gauss,multilevel_tresholding,0.7,4,32.91349,32.48309,-1.30767,0.96404,0.96814,0.42529,0.99302,0.99017,-0.287,8.02992,6.87862,-14.33763,0.99141001701355,0.991460025310516,0.00504000019282103
Case_10-01,gauss,multilevel_tresholding,1.1,6,32.91349,32.4824,-1.30977,0.96404,0.96546,0.1473,0.99302,0.98929,-0.37562,8.02992,11.12518,38.54659,0.99141001701355,0.985300004482269,-0.616299986839294
Case_10-01,gauss,multilevel_tresholding,1.4,8,32.91349,31.66732,-3.7862,0.96404,0.95757,-0.67113,0.99302,0.98562,-0.7452,8.02992,17.50983,118.05734,0.99141001701355,0.975139975547791,-1.64110004901886
Case_10-01,gauss,multilevel_tresholding,1.7,10,32.91349,30.44154,-7.51045,0.96404,0.94599,-1.87233,0.99302,0.9791,-1.40178,8.02992,25.22579,214.14746,0.99141001701355,0.960200011730194,-3.14804005622864
Case_10-01,gauss,multilevel_tresholding,2,12,32.91349,29.21467,-11.23801,0.96404,0.93242,-3.27995,0.99302,0.9705,-2.26783,8.02992,32.76637,308.0535,0.99141001701355,0.941089987754822,-5.07560014724731
Case_10-02,gauss,multilevel_tresholding,0.4,2,33.66156,32.90051,-2.26089,0.96895,0.96787,-0.11146,0.99416,0.99172,-0.24543,6.85,6.63833,-3.09007,0.992160022258759,0.992120027542114,-0.00402999995276332
Case_10-02,gauss,multilevel_tresholding,0.7,4,33.66156,31.26281,-7.12608,0.96895,0.96687,-0.21467,0.99416,0.98434,-0.98777,6.85,6.37193,-6.97912,0.992160022258759,0.99141001701355,-0.0755899995565414
Case_10-02,gauss,multilevel_tresholding,1.1,6,33.66156,31.73976,-5.70918,0.96895,0.96741,-0.15893,0.99416,0.98567,-0.85399,6.85,9.29508,35.6946,0.992160022258759,0.987259984016418,-0.49388000369072
Case_10-02,gauss,multilevel_tresholding,1.4,8,33.66156,31.81706,-5.47954,0.96895,0.96332,-0.58104,0.99416,0.98602,-0.81878,6.85,14.17716,106.96584,0.992160022258759,0.979659974575043,-1.25987994670868
Case_10-02,gauss,multilevel_tresholding,1.7,10,33.66156,31.05469,-7.74435,0.96895,0.95486,-1.45415,0.99416,0.9829,-1.13261,6.85,21.00415,206.62993,0.992160022258759,0.96754002571106,-2.48145008087158
Case_10-02,gauss,multilevel_tresholding,2,12,33.66156,29.94644,-11.03668,0.96895,0.94367,-2.60901,0.99416,0.97713,-1.713,6.85,28.5874,317.33431,0.992160022258759,0.9512699842453,-4.12131023406982
Case_10-03,gauss,multilevel_tresholding,0.4,2,32.56373,32.35212,-0.64983,0.96066,0.96146,0.08328,0.99237,0.99127,-0.11085,8.52616,7.95866,-6.65599,0.991349995136261,0.991620004177094,0.0272400006651878
Case_10-03,gauss,multilevel_tresholding,0.7,4,32.56373,32.26665,-0.9123,0.96066,0.96566,0.52048,0.99237,0.98956,-0.28316,8.52616,7.41321,-13.05336,0.991349995136261,0.991349995136261,0
Case_10-03,gauss,multilevel_tresholding,1.1,6,32.56373,32.26259,-0.92477,0.96066,0.96282,0.22485,0.99237,0.98842,-0.39804,8.52616,12.19517,43.03239,0.991349995136261,0.984799981117249,-0.660719990730286
Case_10-03,gauss,multilevel_tresholding,1.4,8,32.56373,31.39126,-3.60054,0.96066,0.95428,-0.66413,0.99237,0.98405,-0.8384,8.52616,19.07856,123.76498,0.991349995136261,0.974240005016327,-1.72592997550964
Case_10-03,gauss,multilevel_tresholding,1.7,10,32.56373,30.14967,-7.41334,0.96066,0.94185,-1.95803,0.99237,0.97666,-1.58308,8.52616,27.06726,217.46132,0.991349995136261,0.958880007266998,-3.27533006668091
Case_10-03,gauss,multilevel_tresholding,2,12,32.56373,28.91511,-11.20455,0.96066,0.92735,-3.46741,0.99237,0.96695,-2.56154,8.52616,34.61921,306.03519,0.991349995136261,0.939469993114471,-5.23327016830444
Case_10-04,gauss,multilevel_tresholding,0.4,2,32.98354,32.38588,-1.81199,0.96681,0.96637,-0.04551,0.99397,0.99195,-0.20323,7.88864,7.48904,-5.06551,0.992299973964691,0.992370009422302,0.00706000020727515
Case_10-04,gauss,multilevel_tresholding,0.7,4,32.98354,31.63243,-4.09632,0.96681,0.96818,0.1417,0.99397,0.98818,-0.58251,7.88864,7.1209,-9.73222,0.992299973964691,0.991840004920959,-0.0463499985635281
Case_10-04,gauss,multilevel_tresholding,1.1,6,32.98354,31.97183,-3.06732,0.96681,0.96676,-0.00517,0.99397,0.98873,-0.52718,7.88864,11.45544,45.21438,0.992299973964691,0.986329972743988,-0.601629972457886
Case_10-04,gauss,multilevel_tresholding,1.4,8,32.98354,31.49109,-4.52483,0.96681,0.95996,-0.70852,0.99397,0.9868,-0.72135,7.88864,18.01708,128.39273,0.992299973964691,0.976999998092651,-1.54186999797821
Case_10-04,gauss,multilevel_tresholding,1.7,10,32.98354,30.29031,-8.16538,0.96681,0.9489,-1.85248,0.99397,0.98132,-1.27267,7.88864,26.08766,230.69908,0.992299973964691,0.962999999523163,-2.95272994041443
Case_10-04,gauss,multilevel_tresholding,2,12,32.98354,28.99881,-12.08097,0.96681,0.93549,-3.23952,0.99397,0.97339,-2.07049,7.88864,34.10573,332.33979,0.992299973964691,0.944939970970154,-4.77274990081787
Case_10-05,gauss,multilevel_tresholding,0.4,2,34.76679,34.31298,-1.3053,0.97183,0.97144,-0.04013,0.99576,0.99477,-0.09942,5.46929,5.27032,-3.63795,0.989979982376099,0.99015998840332,0.0181799996644258
Case_10-05,gauss,multilevel_tresholding,0.7,4,34.76679,33.31218,-4.18391,0.97183,0.9725,0.06894,0.99576,0.99184,-0.39367,5.46929,4.67221,-14.57374,0.989979982376099,0.990670025348663,0.0697000026702881
Case_10-05,gauss,multilevel_tresholding,1.1,6,34.76679,33.45345,-3.77757,0.97183,0.97312,0.13274,0.99576,0.99178,-0.39969,5.46929,5.92159,8.26981,0.989979982376099,0.987829983234406,-0.217179998755455
Case_10-05,gauss,multilevel_tresholding,1.4,8,34.76679,33.62063,-3.29671,0.97183,0.97147,-0.03704,0.99576,0.99194,-0.38363,5.46929,8.31559,52.04149,0.989979982376099,0.982379972934723,-0.767690002918243
Case_10-05,gauss,multilevel_tresholding,1.7,10,34.76679,33.20646,-4.48799,0.97183,0.96739,-0.45687,0.99576,0.9907,-0.50815,5.46929,11.93009,118.12868,0.989979982376099,0.973730027675629,-1.64144003391266
Case_10-05,gauss,multilevel_tresholding,2,12,34.76679,32.301,-7.09237,0.97183,0.96149,-1.06397,0.99576,0.98779,-0.80039,5.46929,16.40194,199.89158,0.989979982376099,0.962109982967377,-2.81521010398865
Case_10-06,gauss,multilevel_tresholding,0.4,2,33.63674,32.91248,-2.15318,0.96951,0.96857,-0.09696,0.99485,0.99278,-0.20807,6.77943,6.55737,-3.2755,0.99251002073288,0.992479979991913,-0.00303000002168119
Case_10-06,gauss,multilevel_tresholding,0.7,4,33.63674,31.47564,-6.42482,0.96951,0.96832,-0.12274,0.99485,0.98704,-0.78504,6.77943,6.23531,-8.02604,0.99251002073288,0.99194997549057,-0.0564300008118153
Case_10-06,gauss,multilevel_tresholding,1.1,6,33.63674,32.00805,-4.842,0.96951,0.96904,-0.04848,0.99485,0.98834,-0.65437,6.77943,9.03084,33.20943,0.99251002073288,0.988150000572205,-0.43928998708725
Case_10-06,gauss,multilevel_tresholding,1.4,8,33.63674,32.07084,-4.65533,0.96951,0.96535,-0.42908,0.99485,0.98855,-0.63326,6.77943,13.71043,102.23573,0.99251002073288,0.981149971485138,-1.14458000659943
Case_10-06,gauss,multilevel_tresholding,1.7,10,33.63674,31.31077,-6.91497,0.96951,0.95774,-1.21402,0.99485,0.98593,-0.89662,6.77943,20.29169,199.31263,0.99251002073288,0.970149993896484,-2.25288009643555
Case_10-06,gauss,multilevel_tresholding,2,12,33.63674,30.11859,-10.45925,0.96951,0.94738,-2.2826,0.99485,0.98056,-1.4364,6.77943,27.77167,309.64609,0.99251002073288,0.955359995365143,-3.74304008483887
Case_10-07,gauss,multilevel_tresholding,0.4,2,33.55548,32.89944,-1.95509,0.97094,0.97015,-0.08136,0.99408,0.992,-0.20924,7.06893,6.75605,-4.42613,0.99194997549057,0.991989970207214,0.00402999995276332
Case_10-07,gauss,multilevel_tresholding,0.7,4,33.55548,31.86992,-5.0232,0.97094,0.97059,-0.03605,0.99408,0.98742,-0.66997,7.06893,6.32003,-10.59425,0.99194997549057,0.991609990596771,-0.0342699997127056
Case_10-07,gauss,multilevel_tresholding,1.1,6,33.55548,32.15304,-4.17947,0.97094,0.96998,-0.09887,0.99408,0.98795,-0.61665,7.06893,9.50507,34.46264,0.99194997549057,0.986840009689331,-0.515139997005463
Case_10-07,gauss,multilevel_tresholding,1.4,8,33.55548,31.8799,-4.99346,0.97094,0.9651,-0.60148,0.99408,0.98686,-0.7263,7.06893,14.72557,108.31399,0.99194997549057,0.978470027446747,-1.35892999172211
Case_10-07,gauss,multilevel_tresholding,1.7,10,33.55548,30.9252,-7.8386,0.97094,0.95648,-1.48928,0.99408,0.9828,-1.13472,7.06893,21.77174,207.99202,0.99194997549057,0.965579986572266,-2.65840005874634
Case_10-07,gauss,multilevel_tresholding,2,12,33.55548,29.73258,-11.39277,0.97094,0.94553,-2.61705,0.99408,0.97615,-1.80368,7.06893,29.34452,315.11969,0.99194997549057,0.948559999465942,-4.37420988082886
Case_10-08,gauss,multilevel_tresholding,0.4,2,33.53521,33.0106,-1.56436,0.97055,0.9701,-0.04637,0.99412,0.99242,-0.17101,7.07475,6.72974,-4.87664,0.991919994354248,0.992009997367859,0.00906999967992306
Case_10-08,gauss,multilevel_tresholding,0.7,4,33.53521,32.15737,-4.10864,0.97055,0.9713,0.07728,0.99412,0.98857,-0.55828,7.07475,6.2417,-11.77497,0.991919994354248,0.991739988327026,-0.0181499999016523
Case_10-08,gauss,multilevel_tresholding,1.1,6,33.53521,32.42544,-3.30927,0.97055,0.97074,0.01958,0.99412,0.98882,-0.53313,7.07475,9.40241,32.90095,0.991919994354248,0.986980020999908,-0.498019993305206
Case_10-08,gauss,multilevel_tresholding,1.4,8,33.53521,32.08438,-4.32629,0.97055,0.96585,-0.48426,0.99412,0.98745,-0.67095,7.07475,14.61589,106.59232,0.991919994354248,0.978630006313324,-1.33982002735138
Case_10-08,gauss,multilevel_tresholding,1.7,10,33.53521,31.08083,-7.31882,0.97055,0.95733,-1.36211,0.99412,0.9832,-1.09846,7.07475,21.67436,206.3622,0.991919994354248,0.965749979019165,-2.63831996917725
Case_10-08,gauss,multilevel_tresholding,2,12,33.53521,29.8561,-10.97089,0.97055,0.94649,-2.47901,0.99412,0.97646,-1.77645,7.07475,29.2689,313.70932,0.991919994354248,0.948750019073486,-4.35215997695923
Case_10-09,gauss,multilevel_tresholding,0.4,2,33.12456,32.75374,-1.11947,0.96886,0.96887,0.00103,0.99415,0.99287,-0.12875,7.41659,7.00027,-5.61336,0.991649985313416,0.991840004920959,0.0191600006073713
Case_10-09,gauss,multilevel_tresholding,0.7,4,33.12456,32.32445,-2.41546,0.96886,0.97127,0.24875,0.99415,0.99047,-0.37017,7.41659,6.42183,-13.41263,0.991649985313416,0.991720020771027,0.00706000020727515
Case_10-09,gauss,multilevel_tresholding,1.1,6,33.12456,32.4808,-1.94345,0.96886,0.96993,0.11044,0.99415,0.99017,-0.40034,7.41659,9.9138,33.6706,0.991649985313416,0.986459970474243,-0.523370027542114
Case_10-09,gauss,multilevel_tresholding,1.4,8,33.12456,31.99406,-3.41288,0.96886,0.96427,-0.47375,0.99415,0.9881,-0.60856,7.41659,15.384,107.42686,0.991649985313416,0.977479994297028,-1.42893004417419
Case_10-09,gauss,multilevel_tresholding,1.7,10,33.12456,30.90516,-6.70016,0.96886,0.95504,-1.42642,0.99415,0.98321,-1.10044,7.41659,22.38268,201.79206,0.991649985313416,0.963989973068237,-2.78928995132446
Case_10-09,gauss,multilevel_tresholding,2,12,33.12456,29.69672,-10.34833,0.96886,0.94374,-2.59274,0.99415,0.97623,-1.80254,7.41659,29.67993,300.18297,0.991649985313416,0.946510016918182,-4.55201005935669
Case_10-10,gauss,multilevel_tresholding,0.4,2,33.95052,33.73535,-0.63378,0.96517,0.96582,0.06735,0.99297,0.99219,-0.07855,7.12883,6.68679,-6.20074,0.989170014858246,0.989560008049011,0.0394299998879433
Case_10-10,gauss,multilevel_tresholding,0.7,4,33.95052,33.28947,-1.9471,0.96517,0.96878,0.37403,0.99297,0.98998,-0.30112,7.12883,5.95677,-16.44113,0.989170014858246,0.989830017089844,0.0667200013995171
Case_10-10,gauss,multilevel_tresholding,1.1,6,33.95052,33.2358,-2.10518,0.96517,0.96621,0.10775,0.99297,0.98917,-0.38269,7.12883,8.6608,21.48978,0.989170014858246,0.984329998493195,-0.489300012588501
Case_10-10,gauss,multilevel_tresholding,1.4,8,33.95052,32.67719,-3.75055,0.96517,0.9595,-0.58746,0.99297,0.98685,-0.61633,7.12883,12.98183,82.10323,0.989170014858246,0.975149989128113,-1.41735005378723
Case_10-10,gauss,multilevel_tresholding,1.7,10,33.95052,31.74037,-6.50992,0.96517,0.9498,-1.59247,0.99297,0.9825,-1.05441,7.12883,18.57175,160.5161,0.989170014858246,0.961759984493256,-2.77100992202759
Case_10-10,gauss,multilevel_tresholding,2,12,33.95052,30.64784,-9.72792,0.96517,0.93844,-2.76946,0.99297,0.97614,-1.69492,7.12883,24.47583,243.33586,0.989170014858246,0.94489997625351,-4.47547006607056
Case_11-07,gauss,multilevel_tresholding,0.4,2,34.08888,33.72062,-1.08029,0.9629,0.96299,0.00935,0.99504,0.99396,-0.10854,5.72138,5.44562,-4.81982,0.991829991340637,0.99193000793457,0.0100800003856421
Case_11-07,gauss,multilevel_tresholding,0.7,4,34.08888,33.22922,-2.52182,0.9629,0.96623,0.34583,0.99504,0.9917,-0.33566,5.72138,5.0643,-11.48464,0.991829991340637,0.991909980773926,0.00805999990552664
Case_11-07,gauss,multilevel_tresholding,1.1,6,34.08888,33.40696,-2.00042,0.9629,0.96625,0.34791,0.99504,0.99143,-0.3628,5.72138,7.61804,33.15039,0.991829991340637,0.987789988517761,-0.407330006361008
Case_11-07,gauss,multilevel_tresholding,1.4,8,34.08888,33.02985,-3.10667,0.9629,0.96177,-0.11735,0.99504,0.98984,-0.52259,5.72138,11.8422,106.98153,0.991829991340637,0.980350017547607,-1.15744996070862
Case_11-07,gauss,multilevel_tresholding,1.7,10,34.08888,32.06126,-5.94804,0.9629,0.95368,-0.95752,0.99504,0.98598,-0.91052,5.72138,17.45136,205.02012,0.991829991340637,0.968810021877289,-2.32096004486084
Case_11-07,gauss,multilevel_tresholding,2,12,34.08888,30.89382,-9.37273,0.9629,0.94319,-2.04694,0.99504,0.98017,-1.49441,5.72138,23.44192,309.72493,0.991829991340637,0.953400015830994,-3.87465000152588
Case_11-09,gauss,multilevel_tresholding,0.4,2,38.54692,37.95791,-1.52803,0.96482,0.96451,-0.03213,0.99678,0.99588,-0.09029,2.68889,2.67743,-0.4262,0.989369988441467,0.989340007305145,-0.00303000002168119
Case_11-09,gauss,multilevel_tresholding,0.7,4,38.54692,36.65756,-4.90146,0.96482,0.96639,0.16272,0.99678,0.99327,-0.35213,2.68889,2.54603,-5.31297,0.989369988441467,0.990599989891052,0.12432000041008
Case_11-09,gauss,multilevel_tresholding,1.1,6,38.54692,36.87957,-4.32551,0.96482,0.96805,0.33478,0.99678,0.99336,-0.3431,2.68889,2.90239,7.94008,0.989369988441467,0.990199983119965,0.0838899984955788
Case_11-09,gauss,multilevel_tresholding,1.4,8,38.54692,37.51424,-2.67902,0.96482,0.96844,0.3752,0.99678,0.9943,-0.2488,2.68889,3.60605,34.10924,0.989369988441467,0.989319980144501,-0.00504999980330467
Case_11-09,gauss,multilevel_tresholding,1.7,10,38.54692,37.4361,-2.88173,0.96482,0.96742,0.26948,0.99678,0.99396,-0.28291,2.68889,4.69326,74.54266,0.989369988441467,0.987190008163452,-0.220339998602867
Case_11-09,gauss,multilevel_tresholding,2,12,38.54692,36.87005,-4.3502,0.96482,0.96536,0.05597,0.99678,0.99271,-0.40831,2.68889,6.05692,125.25726,0.989369988441467,0.983829975128174,-0.559949994087219
