name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC,jpg_MSE,MSE,delta_MSE,jpg_multissim,multissim,delta_multissim
Case_16-12,gauss,multilevel_tresholding,1.4,8,34.53164,34.83693,0.88409,0.97247,0.97655,0.41955,0.99403,0.99237,-0.167,5.52046,6.91525,25.26583,0.987370014190674,0.981909990310669,-0.552990019321442
Case_16-12,gauss,multilevel_tresholding,1.7,10,34.53164,34.29362,-0.68928,0.97247,0.97411,0.16864,0.99403,0.9902,-0.3853,5.52046,9.35375,69.43787,0.987370014190674,0.974430024623871,-1.31054997444153
Case_16-12,gauss,multilevel_tresholding,2,12,34.53164,33.56632,-2.79547,0.97247,0.97083,-0.16864,0.99403,0.98723,-0.68408,5.52046,12.31594,123.09626,0.987370014190674,0.964600026607513,-2.30612993240356
Case_16-13,gauss,multilevel_tresholding,0.4,2,34.38595,34.25428,-0.38292,0.96923,0.96965,0.04333,0.99333,0.99279,-0.05436,5.82775,5.54237,-4.89692,0.988319993019104,0.988699972629547,0.0384499989449978
Case_16-13,gauss,multilevel_tresholding,0.7,4,34.38595,34.18945,-0.57145,0.96923,0.97328,0.41786,0.99333,0.99167,-0.16711,5.82775,4.74187,-18.63292,0.988319993019104,0.989830017089844,0.152789995074272
Case_16-13,gauss,multilevel_tresholding,1.1,6,34.38595,34.44299,0.16588,0.96923,0.97458,0.55198,0.99333,0.99149,-0.18524,5.82775,5.91609,1.51585,0.988319993019104,0.987119972705841,-0.121420003473759
Case_16-13,gauss,multilevel_tresholding,1.4,8,34.38595,34.28267,-0.30036,0.96923,0.97321,0.41064,0.99333,0.99032,-0.30302,5.82775,8.10036,38.99635,0.988319993019104,0.98183000087738,-0.656669974327087
Case_16-13,gauss,multilevel_tresholding,1.7,10,34.38595,33.7753,-1.77587,0.96923,0.97023,0.10317,0.99333,0.98805,-0.53155,5.82775,11.167,91.61769,0.988319993019104,0.973839998245239,-1.46510994434357
Case_16-13,gauss,multilevel_tresholding,2,12,34.38595,33.00998,-4.00155,0.96923,0.96615,-0.31778,0.99333,0.98457,-0.88188,5.82775,14.77632,153.55103,0.988319993019104,0.963389992713928,-2.52245998382568
Case_17-01,gauss,multilevel_tresholding,0.4,2,33.92999,33.59601,-0.98432,0.97392,0.97375,-0.01746,0.99375,0.99256,-0.11975,6.21094,5.95787,-4.07458,0.988860011100769,0.989139974117279,0.0283100008964539
Case_17-01,gauss,multilevel_tresholding,0.7,4,33.92999,33.00495,-2.72632,0.97392,0.97565,0.17763,0.99375,0.98947,-0.43069,6.21094,5.28924,-14.83994,0.988860011100769,0.989920020103455,0.107199996709824
Case_17-01,gauss,multilevel_tresholding,1.1,6,33.92999,33.46726,-1.36378,0.97392,0.97735,0.35218,0.99375,0.99008,-0.36931,6.21094,6.60564,6.35492,0.988860011100769,0.987070024013519,-0.181020006537437
Case_17-01,gauss,multilevel_tresholding,1.4,8,33.92999,33.64129,-0.85087,0.97392,0.97662,0.27723,0.99375,0.99008,-0.36931,6.21094,8.96789,44.38861,0.988860011100769,0.981819987297058,-0.711929976940155
Case_17-01,gauss,multilevel_tresholding,1.7,10,33.92999,33.13245,-2.35055,0.97392,0.97379,-0.01335,0.99375,0.98797,-0.58164,6.21094,12.40248,99.68765,0.988860011100769,0.973609983921051,-1.54217994213104
Case_17-01,gauss,multilevel_tresholding,2,12,33.92999,32.2216,-5.03504,0.97392,0.96951,-0.45281,0.99375,0.98406,-0.97509,6.21094,16.65718,168.19097,0.988860011100769,0.962689995765686,-2.64648008346558
Case_17-02,gauss,multilevel_tresholding,0.4,2,33.78761,33.57567,-0.62727,0.97427,0.97437,0.01026,0.99365,0.99279,-0.08655,5.97097,5.71572,-4.27485,0.989350020885468,0.989650011062622,0.0303199999034405
Case_17-02,gauss,multilevel_tresholding,0.7,4,33.78761,33.58531,-0.59874,0.97427,0.97742,0.32332,0.99365,0.99166,-0.20027,5.97097,4.89831,-17.96459,0.989350020885468,0.990729987621307,0.139479994773865
Case_17-02,gauss,multilevel_tresholding,1.1,6,33.78761,34.04756,0.76936,0.97427,0.97911,0.49678,0.99365,0.99204,-0.16203,5.97097,5.96776,-0.05376,0.989350020885468,0.988319993019104,-0.1041100025177
Case_17-02,gauss,multilevel_tresholding,1.4,8,33.78761,33.99793,0.62248,0.97427,0.97844,0.42801,0.99365,0.99125,-0.24153,5.97097,8.04072,34.66355,0.989350020885468,0.983489990234375,-0.592310011386871
Case_17-02,gauss,multilevel_tresholding,1.7,10,33.78761,33.39121,-1.17321,0.97427,0.97606,0.18373,0.99365,0.98874,-0.49414,5.97097,11.22326,87.96376,0.989350020885468,0.975809991359711,-1.36857998371124
Case_17-02,gauss,multilevel_tresholding,2,12,33.78761,32.44285,-3.98004,0.97427,0.97234,-0.1981,0.99365,0.9846,-0.91078,5.97097,15.35271,157.12254,0.989350020885468,0.965250015258789,-2.43594002723694
Case_17-03,gauss,multilevel_tresholding,0.4,2,33.79508,33.39919,-1.17144,0.96846,0.96835,-0.01136,0.99482,0.99367,-0.1156,6.38346,6.14419,-3.74828,0.989220023155212,0.9894899725914,0.0272899996489286
Case_17-03,gauss,multilevel_tresholding,0.7,4,33.79508,32.58966,-3.56685,0.96846,0.97062,0.22303,0.99482,0.9904,-0.4443,6.38346,5.51552,-13.5967,0.989220023155212,0.990140020847321,0.0930000022053719
Case_17-03,gauss,multilevel_tresholding,1.1,6,33.79508,32.92676,-2.56937,0.96846,0.97236,0.4027,0.99482,0.99061,-0.42319,6.38346,6.98413,9.40979,0.989220023155212,0.987309992313385,-0.193079993128777
Case_17-03,gauss,multilevel_tresholding,1.4,8,33.79508,33.1591,-1.88187,0.96846,0.97151,0.31493,0.99482,0.99087,-0.39706,6.38346,9.52307,49.18351,0.989220023155212,0.982150018215179,-0.714699983596802
Case_17-03,gauss,multilevel_tresholding,1.7,10,33.79508,32.82168,-2.8803,0.96846,0.96842,-0.00413,0.99482,0.98962,-0.52271,6.38346,13.20429,106.85161,0.989220023155212,0.974200010299683,-1.51837003231049
Case_17-03,gauss,multilevel_tresholding,2,12,33.79508,31.95029,-5.45875,0.96846,0.96352,-0.51009,0.99482,0.98651,-0.83533,6.38346,17.75641,178.16278,0.989220023155212,0.963620007038116,-2.58789992332458
Case_17-04,gauss,multilevel_tresholding,0.4,2,33.56007,33.35645,-0.60673,0.97295,0.97308,0.01336,0.99477,0.99408,-0.06936,6.38467,6.07522,-4.84677,0.990440011024475,0.990729987621307,0.029279999434948
Case_17-04,gauss,multilevel_tresholding,0.7,4,33.56007,33.00393,-1.65715,0.97295,0.97559,0.27134,0.99477,0.99213,-0.26539,6.38467,5.32256,-16.63532,0.990440011024475,0.99124002456665,0.0807700008153915
Case_17-04,gauss,multilevel_tresholding,1.1,6,33.56007,33.48657,-0.21901,0.97295,0.97731,0.44812,0.99477,0.99252,-0.22618,6.38467,6.9314,8.56317,0.990440011024475,0.988020002841949,-0.244340002536774
Case_17-04,gauss,multilevel_tresholding,1.4,8,33.56007,33.38819,-0.51216,0.97295,0.9761,0.32376,0.99477,0.99166,-0.31264,6.38467,9.75713,52.82121,0.990440011024475,0.982169985771179,-0.834980010986328
Case_17-04,gauss,multilevel_tresholding,1.7,10,33.56007,32.70107,-2.55959,0.97295,0.97286,-0.00925,0.99477,0.98913,-0.56697,6.38467,13.8105,116.30719,0.990440011024475,0.973330020904541,-1.72750997543335
Case_17-04,gauss,multilevel_tresholding,2,12,33.56007,31.74919,-5.39594,0.97295,0.96825,-0.48307,0.99477,0.98534,-0.94796,6.38467,18.75945,193.8202,0.990440011024475,0.961669981479645,-2.90476989746094
Case_17-05,gauss,multilevel_tresholding,0.4,2,33.95896,33.63625,-0.95029,0.96447,0.96463,0.01659,0.99474,0.9938,-0.0945,6.26218,6.01387,-3.96523,0.989970028400421,0.990230023860931,0.0262599997222424
Case_17-05,gauss,multilevel_tresholding,0.7,4,33.95896,32.96036,-2.94061,0.96447,0.96792,0.35771,0.99474,0.99102,-0.37397,6.26218,5.38171,-14.06012,0.989970028400421,0.990809977054596,0.0848499983549118
Case_17-05,gauss,multilevel_tresholding,1.1,6,33.95896,33.35467,-1.77947,0.96447,0.9698,0.55264,0.99474,0.99135,-0.34079,6.26218,7.00792,11.90863,0.989970028400421,0.987879991531372,-0.211119994521141
Case_17-05,gauss,multilevel_tresholding,1.4,8,33.95896,33.44839,-1.50349,0.96447,0.96836,0.40333,0.99474,0.99117,-0.35889,6.26218,9.81449,56.72641,0.989970028400421,0.982460021972656,-0.758610010147095
Case_17-05,gauss,multilevel_tresholding,1.7,10,33.95896,32.89633,-3.12916,0.96447,0.96436,-0.01141,0.99474,0.98923,-0.55391,6.26218,13.81695,120.64121,0.989970028400421,0.974179983139038,-1.59500002861023
Case_17-05,gauss,multilevel_tresholding,2,12,33.95896,31.92468,-5.99041,0.96447,0.95853,-0.61588,0.99474,0.98559,-0.91984,6.26218,18.6496,197.81322,0.989970028400421,0.963199973106384,-2.70412993431091
Case_17-06,gauss,multilevel_tresholding,0.4,2,33.19325,33.04832,-0.43662,0.97002,0.97045,0.04433,0.99459,0.99404,-0.0553,6.97081,6.59641,-5.37097,0.990700006484985,0.991020023822784,0.0322999991476536
Case_17-06,gauss,multilevel_tresholding,0.7,4,33.19325,32.91719,-0.83168,0.97002,0.9737,0.37937,0.99459,0.99266,-0.19405,6.97081,5.84993,-16.07962,0.990700006484985,0.991419970989227,0.0726699978113174
Case_17-06,gauss,multilevel_tresholding,1.1,6,33.19325,33.2635,0.21164,0.97002,0.97488,0.50102,0.99459,0.99262,-0.19807,6.97081,7.93135,13.77946,0.990700006484985,0.987630009651184,-0.309879988431931
Case_17-06,gauss,multilevel_tresholding,1.4,8,33.19325,32.98638,-0.62323,0.97002,0.97282,0.28865,0.99459,0.99125,-0.33582,6.97081,11.38202,63.28117,0.990700006484985,0.981130003929138,-0.965979993343353
Case_17-06,gauss,multilevel_tresholding,1.7,10,33.19325,32.14765,-3.15004,0.97002,0.96843,-0.16391,0.99459,0.98813,-0.64951,6.97081,16.18935,132.24489,0.990700006484985,0.971350014209747,-1.95316004753113
Case_17-06,gauss,multilevel_tresholding,2,12,33.19325,31.09614,-6.31788,0.97002,0.96251,-0.77421,0.99459,0.98364,-1.10096,6.97081,21.84968,213.44535,0.990700006484985,0.958519995212555,-3.24820995330811
Case_17-07,gauss,multilevel_tresholding,0.4,2,33.88945,33.50005,-1.14903,0.97148,0.97119,-0.02985,0.99465,0.99349,-0.11662,6.32871,6.09641,-3.67057,0.989960014820099,0.990180015563965,0.0222200006246567
Case_17-07,gauss,multilevel_tresholding,0.7,4,33.88945,32.72299,-3.44196,0.97148,0.97277,0.13279,0.99465,0.99028,-0.43935,6.32871,5.43527,-14.11725,0.989960014820099,0.990880012512207,0.0929299965500832
Case_17-07,gauss,multilevel_tresholding,1.1,6,33.88945,33.00015,-2.62412,0.97148,0.97429,0.28925,0.99465,0.9904,-0.42729,6.32871,6.62096,4.61784,0.989960014820099,0.988479971885681,-0.149509996175766
Case_17-07,gauss,multilevel_tresholding,1.4,8,33.88945,33.23027,-1.94509,0.97148,0.97354,0.21205,0.99465,0.99075,-0.3921,6.32871,8.80416,39.11461,0.989960014820099,0.983940005302429,-0.608110010623932
Case_17-07,gauss,multilevel_tresholding,1.7,10,33.88945,32.88903,-2.95201,0.97148,0.97069,-0.08132,0.99465,0.98957,-0.51073,6.32871,12.11478,91.42574,0.989960014820099,0.976760029792786,-1.3333899974823
Case_17-07,gauss,multilevel_tresholding,2,12,33.88945,32.08747,-5.31723,0.97148,0.9662,-0.5435,0.99465,0.98685,-0.7842,6.32871,16.42989,159.60883,0.989960014820099,0.967079997062683,-2.31120991706848
Case_17-08,gauss,multilevel_tresholding,0.4,2,34.19095,33.91651,-0.80267,0.97706,0.977,-0.00614,0.99432,0.99344,-0.0885,5.90789,5.6901,-3.68643,0.988849997520447,0.989149987697601,0.0303399991244078
Case_17-08,gauss,multilevel_tresholding,0.7,4,34.19095,33.36986,-2.40148,0.97706,0.97859,0.15659,0.99432,0.99091,-0.34295,5.90789,4.95118,-16.19377,0.988849997520447,0.990230023860931,0.139559999108315
Case_17-08,gauss,multilevel_tresholding,1.1,6,34.19095,33.89946,-0.85254,0.97706,0.98026,0.32751,0.99432,0.99179,-0.25445,5.90789,5.85654,-0.86918,0.988849997520447,0.988229990005493,-0.0627000033855438
Case_17-08,gauss,multilevel_tresholding,1.4,8,34.19095,33.93255,-0.75576,0.97706,0.97966,0.2661,0.99432,0.9915,-0.28361,5.90789,7.65772,29.61853,0.988849997520447,0.983980000019073,-0.492489993572235
Case_17-08,gauss,multilevel_tresholding,1.7,10,34.19095,33.53739,-1.9115,0.97706,0.9776,0.05527,0.99432,0.99016,-0.41838,5.90789,10.4477,76.84317,0.988849997520447,0.977259993553162,-1.17207002639771
Case_17-08,gauss,multilevel_tresholding,2,12,34.19095,32.66009,-4.47738,0.97706,0.97422,-0.29067,0.99432,0.98714,-0.7221,5.90789,14.14322,139.39545,0.988849997520447,0.968089997768402,-2.09941005706787
Case_17-09,gauss,multilevel_tresholding,0.4,2,33.97715,33.74041,-0.69676,0.97182,0.97194,0.01235,0.99494,0.99423,-0.07136,6.11913,5.84482,-4.48283,0.989419996738434,0.989740014076233,0.0323400013148785
Case_17-09,gauss,multilevel_tresholding,0.7,4,33.97715,33.171,-2.37262,0.97182,0.97423,0.24799,0.99494,0.99182,-0.31359,6.11913,5.16033,-15.66889,0.989419996738434,0.990450024604797,0.104099996387959
Case_17-09,gauss,multilevel_tresholding,1.1,6,33.97715,33.62717,-1.03005,0.97182,0.97599,0.42909,0.99494,0.99223,-0.27238,6.11913,6.5117,6.41545,0.989419996738434,0.98759001493454,-0.18495999276638
Case_17-09,gauss,multilevel_tresholding,1.4,8,33.97715,33.70028,-0.81487,0.97182,0.97515,0.34266,0.99494,0.99191,-0.30454,6.11913,8.90842,45.58311,0.989419996738434,0.98224002122879,-0.725679993629456
Case_17-09,gauss,multilevel_tresholding,1.7,10,33.97715,33.1808,-2.34378,0.97182,0.97239,0.05865,0.99494,0.99008,-0.48847,6.11913,12.40049,102.65119,0.989419996738434,0.974070012569427,-1.55140995979309
Case_17-09,gauss,multilevel_tresholding,2,12,33.97715,32.26472,-5.03995,0.97182,0.96818,-0.37455,0.99494,0.98675,-0.82317,6.11913,16.72487,173.32104,0.989419996738434,0.963240027427673,-2.64598989486694
Case_17-10,gauss,multilevel_tresholding,0.4,2,34.17323,33.90028,-0.79872,0.96841,0.96859,0.01859,0.99552,0.99485,-0.0673,5.96912,5.68975,-4.68025,0.990369975566864,0.990660011768341,0.0292899999767542
Case_17-10,gauss,multilevel_tresholding,0.7,4,34.17323,33.71891,-1.32946,0.96841,0.97232,0.40375,0.99552,0.99378,-0.17478,5.96912,4.89536,-17.98858,0.990369975566864,0.991490006446838,0.113090001046658
Case_17-10,gauss,multilevel_tresholding,1.1,6,34.17323,34.02546,-0.43241,0.96841,0.97385,0.56175,0.99552,0.99384,-0.16876,5.96912,6.08476,1.9373,0.990369975566864,0.988879978656769,-0.150450006127357
Case_17-10,gauss,multilevel_tresholding,1.4,8,34.17323,34.02371,-0.43754,0.96841,0.9727,0.44299,0.99552,0.99346,-0.20693,5.96912,8.3333,39.60684,0.990369975566864,0.983980000019073,-0.645210027694702
Case_17-10,gauss,multilevel_tresholding,1.7,10,34.17323,33.40753,-2.24064,0.96841,0.96946,0.10843,0.99552,0.99171,-0.38271,5.96912,11.68426,95.7451,0.990369975566864,0.976459980010986,-1.40453004837036
Case_17-10,gauss,multilevel_tresholding,2,12,34.17323,32.47417,-4.9719,0.96841,0.9648,-0.37278,0.99552,0.98887,-0.66799,5.96912,15.9225,166.74786,0.990369975566864,0.966489970684052,-2.41122007369995
Case_17-11,gauss,multilevel_tresholding,0.4,2,33.11922,32.91493,-0.61683,0.97611,0.97611,0,0.99365,0.99275,-0.09058,6.75481,6.42442,-4.89118,0.990700006484985,0.990970015525818,0.0272499993443489
Case_17-11,gauss,multilevel_tresholding,0.7,4,33.11922,32.64908,-1.41954,0.97611,0.97804,0.19772,0.99365,0.99044,-0.32305,6.75481,5.65972,-16.212,0.990700006484985,0.991379976272583,0.0686400011181831
Case_17-11,gauss,multilevel_tresholding,1.1,6,33.11922,32.91884,-0.60503,0.97611,0.97941,0.33808,0.99365,0.9901,-0.35727,6.75481,7.31949,8.35967,0.990700006484985,0.988009989261627,-0.271530002355576
Case_17-11,gauss,multilevel_tresholding,1.4,8,33.11922,32.90857,-0.63604,0.97611,0.97855,0.24997,0.99365,0.98929,-0.43879,6.75481,10.24271,51.6358,0.990700006484985,0.982029974460602,-0.875140011310577
Case_17-11,gauss,multilevel_tresholding,1.7,10,33.11922,32.29071,-2.5016,0.97611,0.97572,-0.03995,0.99365,0.9864,-0.72963,6.75481,14.50482,114.7332,0.990700006484985,0.972750008106232,-1.81184995174408
Case_17-11,gauss,multilevel_tresholding,2,12,33.11922,31.37937,-5.25329,0.97611,0.97152,-0.47023,0.99365,0.9819,-1.18251,6.75481,19.73995,192.23546,0.990700006484985,0.960300028324127,-3.06854009628296
Case_17-12,gauss,multilevel_tresholding,0.4,2,33.67426,33.5517,-0.36396,0.97012,0.97063,0.05257,0.99486,0.99443,-0.04322,6.3814,6.05231,-5.15702,0.990530014038086,0.990869998931885,0.0343200005590916
Case_17-12,gauss,multilevel_tresholding,0.7,4,33.67426,33.62186,-0.15561,0.97012,0.97442,0.44324,0.99486,0.99378,-0.10856,6.3814,5.18782,-18.70405,0.990530014038086,0.99168998003006,0.117109999060631
Case_17-12,gauss,multilevel_tresholding,1.1,6,33.67426,33.9188,0.72619,0.97012,0.97572,0.57725,0.99486,0.99372,-0.11459,6.3814,6.54827,2.61494,0.990530014038086,0.988870024681091,-0.167590007185936
Case_17-12,gauss,multilevel_tresholding,1.4,8,33.67426,33.67023,-0.01197,0.97012,0.97422,0.42263,0.99486,0.99261,-0.22616,6.3814,9.10818,42.73012,0.990530014038086,0.98360002040863,-0.699620008468628
Case_17-12,gauss,multilevel_tresholding,1.7,10,33.67426,32.91648,-2.25032,0.97012,0.97074,0.06391,0.99486,0.99015,-0.47343,6.3814,12.91835,102.43755,0.990530014038086,0.975449979305267,-1.52242004871368
Case_17-12,gauss,multilevel_tresholding,2,12,33.67426,31.93554,-5.16335,0.97012,0.9659,-0.435,0.99486,0.98657,-0.83328,6.3814,17.72474,177.75629,0.990530014038086,0.964540004730225,-2.62385010719299
Case_2-01,gauss,multilevel_tresholding,0.4,2,35.89145,35.48384,-1.13567,0.97208,0.97177,-0.03189,0.99837,0.99803,-0.03406,4.39314,4.31808,-1.70857,0.986649990081787,0.986790001392365,0.014189999550581
Case_2-01,gauss,multilevel_tresholding,0.7,4,35.89145,34.64321,-3.47782,0.97208,0.9741,0.2078,0.99837,0.99707,-0.13021,4.39314,3.83057,-12.80565,0.986649990081787,0.988550007343292,0.192570000886917
Case_2-01,gauss,multilevel_tresholding,1.1,6,35.89145,34.89104,-2.78732,0.97208,0.97636,0.44029,0.99837,0.99708,-0.12921,4.39314,4.19705,-4.46355,0.986649990081787,0.987959980964661,0.132770001888275
Case_2-01,gauss,multilevel_tresholding,1.4,8,35.89145,35.33138,-1.56046,0.97208,0.97715,0.52156,0.99837,0.99731,-0.10617,4.39314,5.06274,15.24195,0.986649990081787,0.98565000295639,-0.101350001990795
Case_2-01,gauss,multilevel_tresholding,1.7,10,35.89145,35.63089,-0.72597,0.97208,0.97688,0.49379,0.99837,0.99739,-0.09816,4.39314,6.43371,46.44901,0.986649990081787,0.981710016727448,-0.500680029392242
Case_2-01,gauss,multilevel_tresholding,2,12,35.89145,35.3958,-1.38097,0.97208,0.97555,0.35697,0.99837,0.99705,-0.13222,4.39314,8.23027,87.34368,0.986649990081787,0.976189970970154,-1.06016004085541
Case_2-02,gauss,multilevel_tresholding,0.4,2,36.3776,35.96957,-1.12165,0.97435,0.97399,-0.03695,0.9988,0.99854,-0.02603,3.81466,3.77878,-0.94058,0.986050009727478,0.986159980297089,0.0111499996855855
Case_2-02,gauss,multilevel_tresholding,0.7,4,36.3776,34.9009,-4.05937,0.97435,0.9757,0.13855,0.9988,0.99767,-0.11314,3.81466,3.38507,-11.26155,0.986050009727478,0.988359987735748,0.234270006418228
Case_2-02,gauss,multilevel_tresholding,1.1,6,36.3776,34.92076,-4.00477,0.97435,0.97779,0.35306,0.9988,0.99755,-0.12515,3.81466,3.54987,-6.94138,0.986050009727478,0.988489985466003,0.247449994087219
Case_2-02,gauss,multilevel_tresholding,1.4,8,36.3776,35.44921,-2.55209,0.97435,0.9792,0.49777,0.9988,0.99783,-0.09712,3.81466,4.06495,6.56127,0.986050009727478,0.987280011177063,0.124739997088909
Case_2-02,gauss,multilevel_tresholding,1.7,10,36.3776,35.86434,-1.41092,0.97435,0.97986,0.56551,0.9988,0.998,-0.0801,3.81466,4.94261,29.56882,0.986050009727478,0.984690010547638,-0.137920007109642
Case_2-02,gauss,multilevel_tresholding,2,12,36.3776,35.91859,-1.26179,0.97435,0.97968,0.54703,0.9988,0.99793,-0.0871,3.81466,6.18036,62.01601,0.986050009727478,0.980729997158051,-0.539529979228973
Case_2-03,gauss,multilevel_tresholding,0.4,2,35.41944,35.0923,-0.92362,0.97519,0.97496,-0.02359,0.99835,0.99807,-0.02805,4.9161,4.79705,-2.42164,0.987779974937439,0.987980008125305,0.0202500000596046
Case_2-03,gauss,multilevel_tresholding,0.7,4,35.41944,34.35154,-3.01501,0.97519,0.97686,0.17125,0.99835,0.99723,-0.11219,4.9161,4.21738,-14.21289,0.987779974937439,0.989480018615723,0.172110006213188
Case_2-03,gauss,multilevel_tresholding,1.1,6,35.41944,34.88288,-1.51487,0.97519,0.97925,0.41633,0.99835,0.99749,-0.08614,4.9161,4.62693,-5.8821,0.987779974937439,0.988709986209869,0.094149999320507
Case_2-03,gauss,multilevel_tresholding,1.4,8,35.41944,35.25168,-0.47364,0.97519,0.97996,0.48914,0.99835,0.99762,-0.07312,4.9161,5.58587,13.62401,0.987779974937439,0.9862300157547,-0.156910002231598
Case_2-03,gauss,multilevel_tresholding,1.7,10,35.41944,35.32751,-0.25955,0.97519,0.97967,0.4594,0.99835,0.99753,-0.08214,4.9161,7.10375,44.49971,0.987779974937439,0.982079982757568,-0.577049970626831
Case_2-03,gauss,multilevel_tresholding,2,12,35.41944,34.91115,-1.43506,0.97519,0.9785,0.33942,0.99835,0.99705,-0.13021,4.9161,9.11054,85.32048,0.987779974937439,0.97640997171402,-1.15106999874115
Case_2-04,gauss,multilevel_tresholding,0.4,2,35.72219,35.31856,-1.12991,0.97461,0.97423,-0.03899,0.99789,0.99744,-0.0451,4.49004,4.42458,-1.45789,0.987039983272552,0.987169981002808,0.0131700001657009
Case_2-04,gauss,multilevel_tresholding,0.7,4,35.72219,34.50502,-3.40732,0.97461,0.97603,0.1457,0.99789,0.99622,-0.16735,4.49004,3.93897,-12.27316,0.987039983272552,0.988979995250702,0.196549996733665
Case_2-04,gauss,multilevel_tresholding,1.1,6,35.72219,34.59606,-3.15247,0.97461,0.97808,0.35604,0.99789,0.99607,-0.18238,4.49004,4.20108,-6.43558,0.987039983272552,0.988610029220581,0.159070000052452
Case_2-04,gauss,multilevel_tresholding,1.4,8,35.72219,35.14376,-1.61925,0.97461,0.97936,0.48737,0.99789,0.99651,-0.13829,4.49004,4.93064,9.81283,0.987039983272552,0.986810028553009,-0.0232999995350838
Case_2-04,gauss,multilevel_tresholding,1.7,10,35.72219,35.44677,-0.77101,0.97461,0.97963,0.51508,0.99789,0.99662,-0.12727,4.49004,6.15994,37.19121,0.987039983272552,0.983519971370697,-0.356620013713837
Case_2-04,gauss,multilevel_tresholding,2,12,35.72219,35.37841,-0.96237,0.97461,0.97909,0.45967,0.99789,0.99638,-0.15132,4.49004,7.863,75.12093,0.987039983272552,0.978779971599579,-0.836849987506866
Case_2-05,gauss,multilevel_tresholding,0.4,2,37.197,36.75128,-1.19827,0.97084,0.97049,-0.03605,0.99873,0.99846,-0.02703,3.27158,3.25611,-0.47286,0.984279990196228,0.984399974346161,0.012190000154078
Case_2-05,gauss,multilevel_tresholding,0.7,4,37.197,35.9899,-3.24515,0.97084,0.97328,0.25133,0.99873,0.99781,-0.09212,3.27158,2.87526,-12.11402,0.984279990196228,0.987049996852875,0.281419992446899
Case_2-05,gauss,multilevel_tresholding,1.1,6,37.197,36.42679,-2.07062,0.97084,0.97603,0.53459,0.99873,0.99798,-0.0751,3.27158,2.86065,-12.5606,0.984279990196228,0.987689971923828,0.346439987421036
Case_2-05,gauss,multilevel_tresholding,1.4,8,37.197,37.18622,-0.02898,0.97084,0.97764,0.70042,0.99873,0.99834,-0.03905,3.27158,3.08393,-5.73576,0.984279990196228,0.986999988555908,0.276340007781982
Case_2-05,gauss,multilevel_tresholding,1.7,10,37.197,37.63671,1.18211,0.97084,0.97834,0.77253,0.99873,0.99848,-0.02503,3.27158,3.53239,7.97199,0.984279990196228,0.985180020332336,0.0914399996399879
Case_2-05,gauss,multilevel_tresholding,2,12,37.197,37.70651,1.36976,0.97084,0.97835,0.77356,0.99873,0.99841,-0.03204,3.27158,4.19782,28.3117,0.984279990196228,0.982330024242401,-0.198109999299049
Case_2-06,gauss,multilevel_tresholding,0.4,2,36.56915,36.21089,-0.97968,0.9745,0.97424,-0.02668,0.99884,0.9986,-0.02403,3.35638,3.33036,-0.77524,0.987540006637573,0.987649977207184,0.0111400000751019
Case_2-06,gauss,multilevel_tresholding,0.7,4,36.56915,35.74758,-2.24662,0.9745,0.97698,0.25449,0.99884,0.99815,-0.06908,3.35638,2.87865,-14.23349,0.987540006637573,0.990019977092743,0.251130014657974
Case_2-06,gauss,multilevel_tresholding,1.1,6,36.56915,36.20266,-1.00218,0.9745,0.9795,0.51308,0.99884,0.9983,-0.05406,3.35638,2.90854,-13.34295,0.987540006637573,0.99058997631073,0.308849990367889
Case_2-06,gauss,multilevel_tresholding,1.4,8,36.56915,36.55782,-0.03098,0.9745,0.98083,0.64956,0.99884,0.99841,-0.04305,3.35638,3.266,-2.69278,0.987540006637573,0.989849984645844,0.233909994363785
Case_2-06,gauss,multilevel_tresholding,1.7,10,36.56915,36.83774,0.73447,0.9745,0.98157,0.7255,0.99884,0.99845,-0.03905,3.35638,3.99374,18.98951,0.987540006637573,0.98785001039505,0.0313900001347065
Case_2-06,gauss,multilevel_tresholding,2,12,36.56915,36.68246,0.30985,0.9745,0.98161,0.7296,0.99884,0.99826,-0.05807,3.35638,5.12036,52.55603,0.987540006637573,0.984600007534027,-0.297710001468658
Case_2-07,gauss,multilevel_tresholding,0.4,2,36.36596,35.79311,-1.57524,0.97512,0.97454,-0.05948,0.99889,0.99853,-0.03604,3.59559,3.59104,-0.12654,0.98676997423172,0.986840009689331,0.0071000000461936
Case_2-07,gauss,multilevel_tresholding,0.7,4,36.36596,34.71903,-4.52877,0.97512,0.97624,0.11486,0.99889,0.99763,-0.12614,3.59559,3.22348,-10.34907,0.98676997423172,0.989040017127991,0.23004999756813
Case_2-07,gauss,multilevel_tresholding,1.1,6,36.36596,34.77646,-4.37085,0.97512,0.97843,0.33945,0.99889,0.99753,-0.13615,3.59559,3.28811,-8.55159,0.98676997423172,0.9894700050354,0.273620009422302
Case_2-07,gauss,multilevel_tresholding,1.4,8,36.36596,35.355,-2.77996,0.97512,0.98003,0.50353,0.99889,0.99784,-0.10512,3.59559,3.66399,1.90233,0.98676997423172,0.988529980182648,0.178360000252724
